product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
,,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,"₹1,699","₹1,900",,,"11,456","Color: Aqua Blue; Product Dimension (LxWxH) : 280X230X385 mm (when Assembled). Purification Stages : 2|Storage Tank Capacity: 5 litres - Raw water, 5 litres - Purified water; Filtration Capacity : 0.31 litres per minute. Maximum Input Water Temperature: 35 degreeC. Minimum Input Water Temperature 10 degreeC|Purification by hollow fiber ultra filtration membrane. Use of nano-silver carbon for better disinfection of water|UF Membrane: 0.1 Microns Hollow Fiber Hydrophilic UF Membrane ; Expected Life of UF Membrane: 4000 litres|Transparent tank made of unbreakable ABS food-grade plastic|No chemicals like Chlorine, Bromine or Iodine used for purification thereby providing healthier and tastier drinking water. Ideal for entry level water purifier|WQA, USA gold seal certified",,,"R3ILP34L4UM7UI,R1M3L7485NFGSE,R68JE2G98FHTQ,R2DX8OAP0HXXWP,R2LZF3QSCI31HQ,RCGA8MAYBXPJV,R2OPEWC0J4VGCD,R18ICGMNS6POJN",,"Nice 👍,The one thing I liked is its work very well and is really easy to install... But i did expected it to be little more big but the size is small,spares difficult to buy,Cheap and good pure it,The filteration speed is slow. Don't go for it if you are a family.,Installation is a bit tricky but can be done .this varient is fit for a family of 2-3 people only.it takes time to pour water in the filter.... overall fine product,This filter is very small for 1 person,",,
,,,,₹999,35%,3.8,,,"AG2VMF3LINMMYN5BJ7Q62SD5URUQ,AEJ7GNGZJ57Y4ANWXXY75NT7XW3Q,AGZPAK4OR644KR7HVTAGM2SKWXOA,AGWG7C2G2ZJXNJ5LWLAHESFT3JAQ,AGPW26I3CWUUUI4HNHIH6FWIVJOQ,AEKW3REOLRUOHWGYXE7V662X2BSA,AEJXY4QE7AOW43DDCUHH4BCILJJA,AFZWEGAQMORO5YUZDF63YT77LLWQ","Ravi,Dee,Amazon Consumer,Indian Consumer,Amazon Customer,PM,Ravi,Neetu",,,,,https://www.amazon.in/HOMEPACK%C2%AE-Radiant-Office-Heaters-Portable/dp/B099PR2GQJ/ref=sr_1_197?qid=1672923600&s=kitchen&sr=1-197
B08G8H8DPL,,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,,,,,"4,978",,,,"R1WOCZISS1XXUR,R2M762SF95HF4B,RC6AWPQ7PREJZ,R17NZIN8DSAOFP,R3A3W9KP62H29B,R38E6QSOIKQFIR,R3EUCFMNX3LPQX,R1FVMAOCOXBG2H",,,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/316VkpDJItL._SX300_SY300_QL70_FMwebp_.jpg,
B08VGM3YMF,,,,,,,,,,,,"Value for money,Nice product,Good,Product is dirty,Very usefull but small size.,Attractive!!,Best product,Superb comfort","Good product considering the price. Loved it.,Nice product,Good,The product is okay. But this is my replaced product. It still is dirty inside on the bottom part. Feels like an old product. The first product was also dirty and then I replaced and they keep sending me products with dirt on it!,It is very good product. But if it's big size most useful for laundry purpose,It's looking good.Value for money.I wish base is tuff one rather than light clothed,The product is goodOnly thing I didn’t like is it does not stand and which irritates sometimes,Very easy to use and can be folded and can be stored anywhere.. Must have product",https://m.media-amazon.com/images/I/41VQTjrYaCL._SX300_SY300_QL70_FMwebp_.jpg,
,,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,,,,,,"3 Boiling Modes - The advanced appliance from Milton, by Hydro Valves allows you to boil eggs in 3 different modes - Hard, Medium and Soft.|Automatic Shut Off - The machine will turn off automatically when the eggs are boiled|Before switching on the appliance, make sure that your home's main voltage corresponds to the operating unit.|Customer Support Information - Milton Egg Boilers Customer Support Number : +91 93556 45866 (Available Monday to Saturday from 10:00 AM to 6:00 PM except national holidays)",,,,,"Like it,Awesome product 😊,Follow the instructions to get the hassle free boiled egg, automatically switches off when the water is boiled out. It would have been better if they give any sound alarm after switch off.,Quality is good, easy to use,I like the product I never tried this product before. Its good as of now.,I have been using this egg boiler past 2 months. It’s really easy to use. I would definitely recommend it to everyone.,Good quality,Must buy value for money",,
,,,,,,4,,,"AFMYG55DVSCMWPRUIPSASBB62VCQ,AGZCT4OEKDRBQMYDVQBVFUMHKU2Q,AEYZCUH5LC6COZ4TRHKSYZO3ROKA,AERRBL2CJJRDGLHKOROB52OCIEJQ,AHGTBWAQDJQGFRXUHVMEAVA4ZPUQ,AHFVKTDEOWKGGCJBKLGXF2S6YSEA,AHY22HEZTKCXWPBPU5TUS37S5LBA,AFLZU2MKLPZCUFRZF6YEXYUF4RLQ","Shravan,Sachin Aggarwal,Gyanesh Savita,Ripe,rajnish kumar,Shloka gautam,Debdulal saha,Kalai Yarasan",,"Good metal,Nice product,Good product at reasonable price.,Working fine even after 2 to 3 months of use.,Nicely working sine 1 week,Amazing product!!!,Nice product,Easy to use",,,https://www.amazon.in/Premium-Stainless-Electric-Cut-Off-Feature/dp/B07T4D9FNY/ref=sr_1_199?qid=1672923601&s=kitchen&sr=1-199
,,,,,26%,,,,"AGDWMV5ZAHCSPG6IMWYOTBTOB6XQ,AE3LXXFXH6BORYJRUFKZHYY3UHYQ,AGFOD6MTODJ2BVFMYDOCLV6XQM5Q,AH7CH74XTRZWL4SHLUHGIKALPBHQ,AH7POVEBCJ2XBVILJPAO6EE4FQ5A,AF6EGJ3IP6NT47SNGHLAJ7IVUZTA,AEKGSTRWTY6EPGEDQJDF2ZGLQQEA,AEZOPOL7EG3CNIYHEUOIFRNNEDUA",,,,"Exterior paint got easily scratched,Nice product,verry usefull product,Not bad,The sandwiches come out very crisp. Works well, except that the coating is fragile and some of it came out when I used a metal utensil on it while it was still hot. Except for that issues, the product is 5/5.,Product could be more sturdy.,Good product, but the quality is not so good, easily  breakable,,Good",,
B08WRKSF9D,,,,"₹8,500",24%,4.4,"5,865","【15 LITRE】Storage Water Heater; 【BEE 5 STAR RATED】: Highly Energy Efficient with Extra Thick & High Density CFC Free PUF Insulation for Maximum Heat Retention;【COUNTRY OF ORIGIN】: India|【ANTI-CORROSIVE & SUITABLE FOR HARD WATER USAGE】: Advanced Vitreous Enamel Coating protects the Inner Tank, Superior Incoloy 800 Heating Element ensures Sustained Performance, Extra Thick Magnesium Anode provides Added Protection|【66% REDUCTION IN LEAKAGE】: Single Weld Line High Grade Mild Steel Tank|【SAFETY ASSURED】: Advanced Thermostat & Thermal Cut-out Mechanism for Dual Overheat Protection; 5-in-1 Multi-function Safety Valve prevents excessive Pressure Build-up, Vacuum Formation & Reverse Water Flow|【HYGIENIC & PUNGENT-FREE WATER】: Multi-layer protection against Corrosion & Scaling|【PAN INDIA INSTALLATION AVAILABLE AT INR 350+GST】: Inlet and Outlet Connection Pipes can be purchased from the technician on a chargeable basis (INR.250)|【WITHSTANDS UP TO 8 BAR PRESSURE】: Suitable for High Rise Buildings up to 35 floors and Pressure Pump Application",,,"R3AR7U6LZEKGDZ,R2559XZPCVQQRB,R3C4WERXJ1FXVW,R37J6M8XU8J2UN,R2CIXVM89ZQOMB,RSOZUVKUZCPUL,R2C54R87M3BF97,R2PJG45RZVC1AG",,,,
B09R83SFYV,"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",,,,41%,3.7,,AFTER SALES SERVICE Tailoring Machine is user-friendly. Please Contact Us by EMAIL if there is any issue during operation. We are always here and happy to assist every customer.,"AF4KTTHGNSGQHWC7BH5MSSBCULSQ,AHWQEIF54O5IUHXFM4KLVIMX6YWQ,AFBQJKVQBIRCTEMBWG5L4NWR773A,AFLEMCYMHBBD4SS4YSWSCUKRMCDA,AGDA3OTCGWNENWPDHBYUKTNT6HAA,AFNUOPGKWNLCY6GPXD5H56IFRX5A,AF57FEWFICIDRUJYGJ55JQSWIENA,AHVJXVQRKI3OSKNANNJW6ODKFJTA","Ponnuri Gopie Krishna,neha chandra verma,Ali Ahmad,Sreejith Damodaran,Danush Gangur,Priya,chandani maurya,Bharathi",,,,,
,,,,"₹1,560",36%,,"4,881",,,,,"Nice,Good product,Poor,its Good working this iron,Water comes out,Average,I collect damaged item so i return but not received or replacement,Not that good but ok at the price of 899.",,,https://www.amazon.in/Usha-Steam-3713-1300-Watt-White/dp/B07989VV5K/ref=sr_1_203?qid=1672923601&s=kitchen&sr=1-203
,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/414eE-M+gfL._SY300_SX300_.jpg,
,,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,₹259,,,,,,"AFSZEPUJZUDS3NRVEAO5MHUCAEPA,AHU7IIQ2UVTKGV6WW7KMOU6LTXFA,AF76XTK3GUL5U7RJUHCGDNUF6JPA,AE3AAKFCFKJRKT76B4KMGZGIQNOQ,AEN6TRUOOVQSGJ2OMP76ATCWQRFQ,AF6Q6RSLWNO3YXJ3KHFWGSFMU5UQ,AGCHBCFVIMD5WH4P3TN377OC2LRQ,AFMKVDP5GTOGGOS2QQ6DONW6SJTQ",,"R35KB9ZGJU69DM,R2WAUSC1WTJAI1,R3602Y24JS49JI,R1TBI06WZKGIRG,R20MFO7K9BOV48,R3V4ZRTE667XFW,R1YAJKA5XF1GJY,R24VC2SIKJTTCC",,,https://m.media-amazon.com/images/I/41sJ4KQa5xL._SX300_SY300_QL70_FMwebp_.jpg,
,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",,,"₹7,795",,,,,"AGQFZAOQEKMAPWYU6U2R2SHO6S4A,AFLUP455XO2GOJYE3C6XS4OZJHNQ,AFBWIN5UT4RIRQENPJAL62AWUMIQ,AHEAXFPNYXFMJKRYN2HHVOOMTHSA,AHHM6EU3UYNVBOLWRFDKBI5BV4TA,AHMJFSNRDRGIRQDWA2YMWQOAPU2Q,AFC6F6TV4AYJGDZABEJF7CBILGFQ,AFIMXZ6IJBTM5TLCPTDUL5YL6ETQ",,,,,,https://www.amazon.in/Morphy-Richards-Icon-Superb-Grinder/dp/B08H673XKN/ref=sr_1_206?qid=1672923601&s=kitchen&sr=1-206
B07DXRGWDJ,"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons","₹4,280",,29%,,,,"AFR4DPHPUUE5HOH5IDNMNRCEHKBQ,AH46L3MY3OLQQ4JMDKONNEEHZNLQ,AFFAHR34UGZ7SE67ZFHBOPTN7VOQ,AHRQADD3EE6BOUUETM7PULXPEKUA,AEHEFYAEHA37VQC4PACWPXVNWP2A,AEXDJ6HWMOC6SRGLWALYYHWKXDIQ,AECLJOFG2C4ZUAJUS5JW52OCJGFA,AFYINVLESD3NKJPONL3Z5Y2QLHFQ",,,,"Product is very handy but the water capacity is too low!Disappointed with the product's pricing considering its wattage and usage time. You can't iron more than 2 clothes before water refill.Since the mouth area is not that much, you'll need to move it so many times slowly on the whole cloth.Steam amount is fine but design is such that you can't press it hardly on to the cloth during ironing.So overall do keep in mind before buying that it's only for emergency & travel purpose for de-wrinkling already ironed clothes.,Good product. Does what it says. Though the water tank could have been bigger.,better to buy normal iron box,Takes a lot of time and is not very easy to use. You will need to use the conventional iron even after using this steamer for most of the clothes. Works only for the synthetic fabrics. It's better to stick to the conventional iron.,Hiii the water tank is too small and can only use for one shirt or T shirt,so plz concentrate on this also,Absolutely good. Easy to handle and flexible movement. It took me less than 5 mins to iron Kurti.Advice to users - please follow the instructions carefully, have some patience and it works great.Negative - Water chamber is very small and it takes 1 full tank to iron 1 shirt/1 kurti.,The Product is good, unfortunately it came withou a manual. I had to figure our where the water tank was and use it . Otherwise the product works well.,Very low water storage is what put me off. Otherwise its just ok. Does the job. But at times need to refill water even for single garment",,
,,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles,,₹299,37%,,,"HEALTHY AND SAFE MATERIAL: The 100ml spray bottles are made of high quality plastic, BPA free, durable, refillable and reusable, tasteless and non-toxic, travel bottles, you can take them everywhere. Spray Bottle bottom non-slip design. The travel mist bottle also can be a portable hair spray bottle and great for travel, vacation, camping, business trips and daily life.|MULTI-USE: Unlimited uses include mixing your own cleaners, spraying plant like succulents or herbs, home linen spray for ironing, hair moisturizing spray, pet sprays for fleas or odor, natural air freshener for the house, kitchen floor or carpet cleaner, vinegar and water mixture for cleaning windows, cosmetic face moisturizer, washing vegetables, bathroom deodorizer, mixing essential oil recipes and homemade skin and beauty recipes.|LIGHTWEIGHT AND PORTABLE: Small atomizer spray bottle convenient to carry. It is very portable for Travel and Household. Refillable empty mist spray bottles are perfect for essential oils, alcohol, aromatherapy, face spray, make-up water, pillow mist, witch hazel, deodorant, household cleaner, perfume, hair products, face spray and any other mixtures. Empty spray bottle can be washed and reused.|LEAK PROOF DESIGN: The small plastic travel spray bottle is equipped with cap and leak-proof loop inside which protect your luggage from dripping and spilling. This design will make you feel more at ease during the travel. Mini cosmetic spray bottle perfect for travel, conveniently fits in your purse, bag or carry-on, the nozzle is tight fitting, don’t worry about the leakage.|ENVIRONMENT FRIENDLY: This refillable spary bottle contains zero poisonous, making sure no hazards seep into your products. Each mist fine bottle in this product pack is durable and reusable. Remember to clean it after the first time using and store it well","AFA6NJKGCITRFOYKD2FMBD44UBPA,AHMZC6VKUENGIMRG2EPSXG6RH23Q,AE7RZUVJXGKZLFJIM73AQTSJ6UHA,AHAXYLDPLJR5KB45YNUYJN6L7RVQ,AED6534KQCNZBMWINPAQWCHZN6FQ,AFSIL7CASV3Q2ACX5BE7KDJLWYZQ,AEIM5O3GZRMQXNPWZU7KFLA5Q5CA,AHAHC55DIXSRUXGITFAGPVUMWGLA",,,,"Very usefull , lekin size mai zara choti h, otherwise fine,Durable and quality products. Essential for multi purpose use.,Product quality is good,Good quality product in such price. Fine spray. Cute little funnel and stickers were also there.Thumbs up 👍🏼,These spray bottles are made of high quality plastic and the spray is also very effective.I found this product very helpful and easy to use, highly recommended!!Regards,Manish.,It is very useful... 👍,Plastic quality is very good,Nice bottles.....good plastic material",,
,,,,,,,"9,019","PRODUCT: Crompton's corrosion resistant high performance fan with powder-coated blades for enhanced aesthetics|TECHNICAL SPECIFICATIONS: Sweep 1200 mm, Power consumption 72 W, Speed 380 RPM, Air delivery 200 CMM|QUALITY COMPONENTS: 100% copper motor, double ball bearings, dynamically balanced blades; STURDY: 2-piece construction to ensure stability and silent operation|PACKAGE CONTENTS: 1 motor, set of 3 blades, set of 2 canopy, 1 down rod, 1 shackle assembly, product manual along with warranty card|Mounting Type: Downrod Mount; Finish Type: Powder Coated; Material Type: Metal; Collection Name: Crompton Surebreeze Sea Saphira Economy High Speed Ceiling Fan","AENJBTR2KDJMOAEQA4AROLV244QQ,AE666QCFHN4ZT5Q6YSSL7UXCW7WQ,AGDLBT3JTXVM7MQMJAMRPW7KSN6Q,AFRNTHDPSCZ2ZZR6GCJYOOP3KOLA,AF65AUFKDWACJHKOTBRDRESNCMAQ,AGD7U6UETXAMSDWDHOSIMIAM3HFA,AFCQLKM6YD32YVCRA6NYR6KHLZJQ,AERWYMLTYEXWK43EV6AZADRVEIOA","Mahenddhra,Pavan Sisode,Archana Sekhar,chandanpatel,Amazon Customer,Aniruddh sinh.,Biswajit Borah,Dev Thakur",,,,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31pRaPCFqVL._SX300_SY300_QL70_FMwebp_.jpg,
,,,₹199,,,,"10,234",,,,,"Good,Return value of money spent,Small size.,Good bag, bad straps,Diameter and Steadiness,Value for money,The quality of material and stitching is good, but it is not sturdy.,Good but a little costly for what it is.","Like,Return value of spent money,Doesn't look like waterproof material.N small in size,The bag has two stitched fabric straps on either side that act as handles. These straps are not stitched properly and will break easily.,It’s diameter is not so large as seen in photo, and also it doesn’t have wire supports to stand on its own. If you’re purchasing such product look for one which have spherical wire support,Good quality... value for money..,The quality of material and stitching is good, but it is not sturdy.,Good but a little costly for what it is.",,
,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,,₹474,,64%,,,,"AFGPSJTYN4E3AQJH23WKOKD2FZCA,AG62ALOQG5SNE6G6BINPN3PFATFA,AFM6X3COP5XS2MHBZ4FG7WI4J6FA,AFFFREUP3WNQF4G2XFGWEFUHIAFA,AHVX4ICC7N4CYLFRKYLA2EMIRS4Q,AHOBXQOMXSK25FW2L4UU47YQZKWA,AE2HYLZSTHIFFYG2VTQEUMEZJNWQ,AFEWFFV3VAMZVILMHJAN4GQRR4XA","S.Anbarasan,Nazimali,vijay shankar,Amazon Customer,Bhanuprakash,Anshika Pandey,GauravK,Passionate Buyer",,,,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41V4DpKc7sL._SX300_SY300_QL70_FMwebp_.jpg,
B0BQ3K23Y1,"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",,,₹499,44%,4.8,,,,,,,"Overall, I love this Oratech Coffee frother and have used it soooo many times since purchasing it. I mostly use it to make whipped coffee but I've also used it for mixing protein powder in milk and frothing milk / creamer for coffee.It is incredible effective for exclusively liquid substances like milk and creamer; I realized this after over-frothing my creamer one morning to the point of pure foam lol. After that I kept it in mind and I know to only do it for a short amount of time. Super easy to use, versatile in what it can be used for (as far as liquids go), and tbh it just looks really cute on the coffee-making section of my counter. The stand is a hugeeee plus, I definitely wouldn't purchase an alternative option without one.It gets the job done for whipped coffee.I also use this product to blend my matcha powder and my turmeric-cinnamon-ginger-coconut milk powder lattes. This frother takes out all the lumps and bumps. Because the resulting blend is smooth, it does not waste the ingredients like stirring with a spoon. So, so great! It has made my favorites even more practical and delicious. I have not found anything about this product that I do not like. I would recommend this product to others and have already done so. Get it! You will be pleased. It is the best Coffee Beater.,I really liked this coffee frother. With its help I am making Cappuccino Latte at home easily. Easy to clean also.,This oratech coffee frother makes coffee game easier and fun.After using it for a week. I’m sharing its pros and consPros:1. Frothing milk for coffee is easier and fun with Oratech Coffee Beater.2. Material quality is good.3. It is portable so you can use it anywhere.4. It is small so you can keep it anywhere.Cons:1. Frothing heavy liquid is tough.My overall feeling about this product is it you are coffee lover and you want to make foamy coffee. It is best for you.,Best quality product. Easy to use and easy to clean. Best coffee frother and easy to coffee making. I loved this product.,This product is easy to use, durable and helps in blending quickly.,Such a good product and enjoying to make coffee and handy too.👍😊😊,Best milk frother for coffeeIt is easy to use.,Every coffee lover must try this electric coffee frother",,
,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",,,,58%,,,,"AHF4QZVKU6HOKT3PM4JVK5LGQAWQ,AHM535GPAPUDBMUOQBNMCK4ZSUVA,AFC2EEGVUB34NVHUXNS7YZDA7JDA,AE67YDKU344VENVLFVSPVZAG7AUQ,AHJ4FPXTAZFVCFSS6452K77MSNGQ,AHLPEYRZGYC6EPS5DFTS4GKZGTQA,AFFTNLRTAYIQKHV7UYHDHCA5X54A,AECO4Q5ZTTJ4UWRTXXESCF2BZD3Q",,,,,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21SHZOWOynL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Havells-Glaze-Pearl-Ivory-Ceiling/dp/B09MT94QLL/ref=sr_1_217?qid=1672923601&s=kitchen&sr=1-217
,,,,"₹1,230",,4.1,,,,"Lipsy Mohapatra,Ajeet,Amazon Customer,Priya Sharma,Sarmistha Choudhury,Priyanka Gupta,Vandana Bhaskar,AMG",,,"It’s easy to use and is okay I guess, doesn’t clean the lint completely but enough to not be spotted from the viewers point of view,It’s good,Nice & Easy to use product,It’s very bad and within 2 -6 use it’s not working,If you have found this product, then please, do not go away without getting it. Its a wonderful product. You have to use it to know how great it is! If I could give 10 stars, I sure would have.,Everything is good except the lid which collects fibres from clothes does fit tightly.Overall good product. One time investment, better than roller lint removers.,Product is working as expected and handling is also easy. Good to have Product as some clothes develop lint and looks old very easy. After using this Product cloth is looking like new.,Had battery operated lint remover earlier but this is power plugged hence power is optimum at all times. Good fan size and great blade cutting.(extra blade also in the kit) Only used twice so durability cant be reviewed. Handling etc is fine. Totally worth it.",,https://www.amazon.in/Ur-NeedsTM-Rocklight-Remover-Fabric/dp/B07NKNBTT3/ref=sr_1_218?qid=1672923601&s=kitchen&sr=1-218
B09KPXTZXN,"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",,₹949,,,4,"1,679",,,,,"Nice,👍,Very easy and useful, but too expensive compared to remaining company products,Grt,reviews,Good product.,Very Handy product,Warranty registration needs to be user friendly",,,
,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",,,,29%,,"12,837",,,,"R1TKOA0N93W0AF,RZSQX768Q8BRO,R38TTOMI01SZ0M,R2LTDUDDQF0HE0,R3DNOKYB0YB2DZ,R1FGO0SSUJD2TV,R35S3OO2N2ZEAK,R34JI2S82934EL",,"Rate required to reduce,Good product,Good,A good budget grinder from a renowned brand,Everything is fine with the product., doing it's best in this price range..,Looks Stunning and works good as expected,Okay good,But very bit slow but very nice",,https://www.amazon.in/Butterfly-150-Watt-Grinder-Scrapper-Attachment/dp/B078HG2ZPS/ref=sr_1_221?qid=1672923601&s=kitchen&sr=1-221
,,,,,15%,4.1,,"Bake, Grill, Toast and more|1 Year Manufacturer's Warranty|Automatic Thermostat I Auto Shut Off I Ready Bell. Cavity Material: Stainless Steel|Heat resistant tempered glass window with Cool Touch Handle|Adjustable temperature from 100°C to 250°C","AH4WZKCWB4OVUG2LZUAFGWSVS4WQ,AGR2F7Q2IMX7SXVQ3FE6EKNYPPJA,AEJF5A6THJTEEMQ567QOL56EGM7Q,AF4U5DZT3ZHTXHRKEL57ZPBZFF2A,AFZ3VECWAVRV5NH6BCMVMAN3YO6A,AFTFOKKNZPW4QEUQGKTB65FF6ZAQ,AEK4UQMVF6PAOC7IYVVOF3SE7PYQ,AECOJHWYPDNQKUVPWJ5LW3W4WRXQ","Shubhajeet D.,Aswin Thomas,rakesh satyarthi,anu,Vara Prasad,Jain Suresh,SUBASH U L,manpreet","R1R0861UO92Z4S,R3TWKN96MA3YTC,RVNYJGF3TJ1HH,R3SO8N3OF4401O,R1349PEO0YF938,R2XTBG5BD9S04B,R242RHYD9YBYGQ,RT127W0ZQV4V6",,"Excellent Heat distribution, perfectly cooks, heats nd grills, great for cakes, pizzas, roasting..plus great price range👊🏼👊🏼👍👍👍,Very good products, simple controls and easy to use. At a time 3 to 4  six inch baking tin can be kept. Rotisserie work well with 1.5 to 2kg chicken easily. Since there is no crumb tray provided, wondershef 40l crumb perfectly fit. Which is available on Amazon. Packaging was not good no bubble wrap and only few pieces of thermoco, due to that some dents were there. Since we liked the product and don't want to wait again we kept it.,Agaro has provided a very Good Product at decent price range. Amazon has delivered the product in a very nice and safe package. Entire package did not had even a single mark. OTG is very easy to use and very useful for food lovers. I have however felt necessity of improvements on two things (1) It is very difficult to set exact time and temp in manual nob and (2) Power plug size is small and difficult to tight fit into 15 amp plug.,Don't go on its small size...it makes wonderful cakes and bread.,Though overall quality is Good.,Oven is great for making cakes and grilling too,Excellent product.. Value for money,A good product. Got more than what i expect",,https://www.amazon.in/AGARO-Marvel-Litre-Toaster-Griller/dp/B07N2MGB3G/ref=sr_1_222?qid=1672923601&s=kitchen&sr=1-222
,,,,"₹2,095",12%,4.3,,,,,"R1F0HJV54WA6Y1,R31EQO2072ECK1,R13WG12278YLU8,R3NE8OQ3WPJOT9,R3VLPV94UNTN7D,RB55IVR4IJ658,R25GNVDCF8MRK4,RITW7QXM8HJHT",,,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41sKyiPWzAL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Philips-GC1920-28-1440-Watt-Non-Stick/dp/B008LN8KDM/ref=sr_1_220?qid=1672923603&s=kitchen&sr=1-220
,Havells OFR 13 Wave Fin with PTC Fan Heater 2900 Watts (Black),,,"₹19,825",37%,,322,,,,"R27CJ1292FG4JG,R1M9SWXRIZJVWU,RVITAAYFIMZKT,RNQDSVULD4JIE,R2D1S7Q52J4VXW,R25IJXPUWT8LFK,R3RITYKX4MWYCK,RP43KMMRPV2Q3",,,https://m.media-amazon.com/images/I/41Dp3g8y8sL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Havells-OFR-13-Wave-Fin/dp/B08MZNT7GP/ref=sr_1_221?qid=1672923603&s=kitchen&sr=1-221
,,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",,"₹1,920",43%,4.2,,,,"Tanveer,SARATHRAJ,Amazon Customer,Manivasagam K,G.bhaskara,Abhijeet Gonsalves,Monish,bhupinder singh",,,,,
,,,"₹8,199",,49%,,"18,497",,,,,"Decent product.,Aquasure from Aquaguard is a good product. I liked this product.,Product is good but the service is worst till i experienced  .,Poor service,MVP,Good,Ok,Nice product","This product is good, its only customer support and service that is pathetic. If not for that this product would have had real good rating. I received a slightly defective piece where indicators where not working. I initially raised an issue about it but there was no immediate support for that. As filter was working fine and we didn't require indicators, we didn't bother to follow up. After several days the service guy came and fixed it. First time when the service guy came there was no one. So he came again and got it fixed. For immediate support, its better to reach out to local authorised dealer or service , as going through the official support delays the process. So considering all these I feel product is decent.,Free services are limited. If we change the filter during the free services, we will be charged. Filter is not free of charge during the free services.,Product is good but the service is worst till i experienced  .if your staying in rural areas and your  planing to buy this than i will say don't prefer  because I have called minimum 20 times to the Custer care they always saying that they will send the service person but even no one is calling you to response .If your product is in service period the service person even don't lift your call and say the answer .Once the lady has called me and asked some details after she say it is not come under there area and she will forward it after i think five days has been completed and i called her back she replied rudely and saying i told you this is not come under there area and i asked her atleast give me my area service person number .She gave me atlast and i called the service person and he replied he didn't recieve any complaint id so raise a complaint on service request then he will come .I am frustrated and take my product and went to Guntur to repair it . Previously i done a service with the company servicemen he put a cap on the nozzle of the water pump so it stopped working and it all damaged. They told me you have to replace the pump it cost around 3000 . I have changed it and decided not to call the service person and write a review on Amazon so the people will know about the service centre.,Installation guy didn’t install propery, due to which water was not being purified for last one month. Poor service from eureka forbes,Most Value for Price from Aquaguard,Good,Ok,Tap leakage issue",https://m.media-amazon.com/images/I/31Gulp0B-0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Eureka-Forbes-Amaze-RO-MTDS/dp/B07YC8JHMB/ref=sr_1_223?qid=1672923603&s=kitchen&sr=1-223
