Name,Ticker,Sector,Sub-Sector,Market Cap,PE Ratio,Free Cash Flow,5Y Avg Cash Flow Margin,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditure,Earnings Per Share,Return on Equity,ROCE,Dividend Yield,Debt to Equity,Close Price
MMTC Ltd,MMTC,Industrials,Commodities Trading,8385,43.63097096,-353.31,-16.65103878,1625.68,159.29,-352.93,0.38,1.2812,12.65407712,12.1516407,,0.097983613,53.69
Edelweiss Financial Services Ltd,EDELWEISS,Financials,Diversified Financials,8370.612544,19.89734138,2806,59.4985644,6049.29,20357.9,2893.58,87.58,3.228839091,6.055045079,1.787550452,1.610792952,3.365337089,88.53
Shriram Pistons & Rings Ltd,SHRIPISTON,Consumer Discretionary,Auto Parts,8366.383072,18.90537143,340.27,14.13546259,2020.55,486.58,486.73,146.46,100.4638131,24.6335225,26.57955247,0.52651187,0.24081562,1883
Aurionpro Solutions Ltd,AURIONPRO,Information Technology,IT Services & Consulting,8332.54988,59.10448205,131.3,10.83686377,945.85,81.25,163.63,32.33,29.66859165,19.30043124,18.36312229,0.074161272,0.08590157,1447.95
HEG Ltd,HEG,Industrials,Electrical Components & Equipments,8331.804858,26.7319201,240.7,21.16300936,4425.95,622.68,612.22,371.52,16.15062196,7.159387565,9.508821538,1.042300888,0.14068844,483
Alok Industries Ltd,ALOKINDS,Consumer Discretionary,Textiles,8301.88195,-9.803596928,-1196.88,-1.488957287,-16234.51,22473.39,-1160.73,36.15,-1.705491693,,-5.430231363,,,16.12
Sheela Foam Ltd,SFL,Consumer Discretionary,Home Furnishing,8299.159265,45.48980084,-1942.62,8.872433948,2980.69,1493.11,405.95,2348.57,17.69004019,7.954411681,7.740373723,,0.500927638,750.65
Metropolis Healthcare Ltd,METROPOLIS,Health Care,Hospitals & Diagnostic Centres,8274.978574,64.73930977,200.31,22.50412661,1099.28,197.06,264.07,63.76,24.95569861,12.23163747,15.56463881,0.24762293,0.17926279,1605
shipping corporation of India Ltd,SCI,Industrials,Logistics,8256.287452,12.16001805,482.29,25.09591848,7539.5,2914.22,994.06,511.77,14.57645863,9.402824988,8.890870663,0.282087447,0.386526958,175.11
Kirloskar Ferrous Industries Ltd,KIRLFER,Materials,Iron & Steel,8179.63925,27.46781037,28.42,0,3231.23,1223.51,562.7,534.28,21.40220992,9.545010177,14.33940937,0.93679929,0.378651473,490.35
Valor Estate Ltd,DBREALTY,Real Estate,Real Estate,8169.598429,6.191998082,184.49,19.28428467,5149.64,2159.98,236.7,52.21,29.6508491,36.20125282,20.41851902,,0.419442913,147.58
Birla Corporation Ltd,BIRLACORPN,Materials,Cement,8165.646996,19.41612849,1090.05,15.5739754,6673.81,3903.47,1619.45,529.4,54.61438931,6.646726697,7.985050895,0.943040362,0.584893786,1090.6
JK Tyre & Industries Ltd,JKTYRE,Consumer Discretionary,Tires & Rubber,8138.394802,10.35116289,839.86,10.69699135,4606.05,4609.48,1614.16,774.3,31.01777323,19.40846193,19.91222455,1.441631131,1.000744673,289.7
GMR Power and Urban Infra Ltd,GMRP&UI,Utilities,Power Generation,8136.980396,-78.97680672,1591.64,0,-2982.31,13875.61,1690.28,98.64,-1.70694059,,13.85384358,,,108.99
Garware Technical Fibres Ltd,GARFIBRES,Consumer Discretionary,Textiles,8124.413084,39.02403134,176.16,13.57804411,1233.86,123.11,218.8,42.64,20.43265025,18.50363958,22.43402101,0.075247906,0.099776312,836.75
Shaily Engineering Plastics Ltd,SHAILY,Industrials,Industrial Machinery,8110.844139,141.5752163,-2.81,0,459.17,209.05,92.26,95.07,12.49032267,13.31458585,16.05299785,0.056550846,0.455278002,1852.2
Symphony Ltd,SYMPHONY,Consumer Discretionary,Home Electronics & Appliances,8057.215362,54.39286682,153.63,10.36740566,749.01,169.9,161.56,7.93,21.3268641,18.17635221,23.35261935,1.112594066,0.226832753,1134
Happy Forgings Ltd,HAPPYFORGE,Industrials,Heavy Machinery,8053.467201,33.14456828,-5.1,0,1612.49,143,189.02,194.12,26.45344207,18.68509184,20.44655565,0.467897265,0.088682721,819.6
Power Mech Projects Ltd,POWERMECH,Industrials,Construction & Engineering,7987.856174,32.20000876,112.28,4.102366343,1839.64,395.74,204.6,92.32,80.76640537,15.92049699,22.15198411,0.039580447,0.215118175,2613.35
Religare Enterprises Ltd,RELIGARE,Financials,Investment Banking & Brokerage,7946.599483,34.11729127,1478.21,48.90002737,3174.62,442.6,1499.62,21.41,7.130779354,7.847563472,13.11534,,0.139418261,234.94
Isgec Heavy Engineering Ltd,ISGEC,Industrials,Heavy Machinery,7936.775309,32.57181971,490.06,3.928863681,2618.54,814.39,735.16,245.1,33.13907573,9.726122264,13.23349209,0.370576246,0.311009188,1076.7
CMS Info Systems Ltd,CMSINFO,Information Technology,Software Services,7918.28585,22.81006467,331.51,17.14568496,1946.76,0,439.89,108.38,21.89036493,19.78445353,22.93705564,1.181926481,0,476.7
ELANTAS Beck India Ltd,ELANTAS,Industrials,Electrical Components & Equipments,7892.2849,56.54714408,121.06,13.36201708,732,0,133.42,12.36,176.05,20.6358034,24.33547023,0.075336377,0,9702
Latent View Analytics Ltd,LATENTVIEW,Information Technology,IT Services & Consulting,7775.713677,49.01483659,110.75,19.70426477,1374.41,23.99,115.37,4.62,7.723363811,12.28881504,14.28021528,,0.017454762,360.3
CCL Products (India) Ltd,CCL,Consumer Staples,Tea & Coffee,7773.327863,31.08336477,-457.89,8.00200497,1673.82,1622.34,55.38,513.27,18.79906113,15.77234542,15.67044906,0.770102137,0.969244005,575.25
Sudarshan Chemical Industries Ltd,SUDARSCHEM,Materials,Diversified Chemicals,7747.286461,21.67376265,114.99,10.26610884,1149.04,467.07,193.46,78.47,51.63429141,36.15591194,34.34255589,0.411041145,0.406487154,967.6
Sansera Engineering Ltd,SANSERA,Consumer Discretionary,Auto Parts,7730.630991,41.61399037,35.69,13.49475498,1363.31,890.66,374.34,338.65,34.87175194,14.59721524,18.42673244,0.208062512,0.653307025,1234.75
Galaxy Surfactants Ltd,GALAXYSURF,Materials,Specialty Chemicals,7697.75848,25.53407795,360.17,10.33494741,2179.25,187.42,518.42,158.25,85.02950465,14.84415776,17.27743689,1.013287889,0.086002065,2157.5
Voltamp Transformers Ltd,VOLTAMP,Industrials,Heavy Electrical Equipments,7669.636915,24.95408139,196.94,9.013095567,1353.62,3.21,216.28,19.34,303.7919882,24.97917386,29.11140873,1.187201963,0.002371419,7422.9
Sandur Manganese and Iron Ores Ltd,SANDUMA,Materials,Mining - Diversified,7646.428724,31.93196661,50.31,0,2158.27,132.85,153.11,102.8,14.77844208,11.70389812,15.00237001,2.119093028,0.06155393,445.65
Honasa Consumer Ltd,HONASA,Consumer Staples,FMCG - Personal Products,7638.237815,68.33889072,223.54,0,1095.27,130.97,235.34,11.8,4.85344046,13.1403681,12.8386211,,0.119577821,238.36
Chemplast Sanmar Ltd,CHEMPLASTS,Industrials,Building Products - Pipes,7597.165031,-47.95281847,-863.87,10.8541219,1700.58,1547.77,-244.93,618.94,-10.02026607,-8.902962597,-1.270173341,,0.910142422,458.1
Healthcare Global Enterprises Ltd,HCG,Health Care,Hospitals & Diagnostic Centres,7589.08473,157.6788849,98.9,13.39880292,865.12,1274.36,284.58,185.68,3.457543544,5.549598164,9.013035572,,1.473044202,528.55
Akums Drugs and Pharmaceuticals Ltd,AKUMS,Health Care,Pharmaceuticals,7518.076558,-1865.527682,186.85,4.695043904,720.49,565.22,498.26,311.41,-0.281691421,-0.558222001,0.232815675,,0.784493886,470.95
Just Dial Ltd,JUSTDIAL,Communication Services,Online Services,7477.331654,20.60268276,244.35,14.65259434,4023.5,85.31,259.08,14.73,42.85940754,9.438299842,11.19449509,,0.021202933,853.2
Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrials,Industrial Machinery,7465.05949,56.01035031,111.84,7.070970244,924.64,0.78,183.41,71.57,20.59857658,15.49929644,18.93964094,0.563993496,0.000843572,1241.4
P N Gadgil Jewellers Ltd,PNGJL,Consumer Discretionary,"Precious Metals, Jewellery & Watches",7457.85144,48.31779359,-24.18,3.094560798,534.38,455.19,6.32,30.5,17.82332564,34.29542728,37.16470055,,0.851809574,526.2
IIFL Capital Services Ltd,IIFLCAPS,Financials,Diversified Financials,7451.027693,14.54313091,-148.77,10.83363456,1788.35,1153.85,-117.58,31.19,16.70504606,32.65287913,34.98413772,1.239559998,0.645203679,236.47
Zinka Logistics Solutions Ltd,BLACKBUCK,Industrials,Logistics,7368.585914,-37.99023466,20.22,0,311.3,184.21,44.55,24.33,-18893.43464,-58.4243264,-57.48128923,,0.591744298,416.4
National Standard (India) Ltd,NATIONSTD,Real Estate,Real Estate,7365,499.660787,-0.98,13.71430806,259.14,0,-0.98,0,7.37,5.854549788,7.698541329,,0,3610
Campus Activewear Ltd,CAMPUS,Consumer Discretionary,Apparel & Accessories,7340.249559,82.06897986,219.17,8.504986718,651.66,177.76,264.47,45.3,2.930001936,14.85985811,17.46111084,,0.272780284,236.85
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Materials,Fertilizers & Agro Chemicals,7324.993048,14.73663752,-219.9,15.2104216,8308.76,2.73,31.28,251.18,32.87874572,5.708782712,6.919732232,3.309929789,0.000328569,492
Network18 Media & Investments Ltd,NETWORK18,Communication Services,Movies & TV Serials,7322.958085,-35.49664608,-8869.11,-13.44020694,28213.95,8155.89,-6464.93,2404.18,-1.992540275,-1.257579078,-0.228366477,,0.289072959,45.36
Gujarat State Fertilizers & Chemicals Ltd,GSFC,Materials,Fertilizers & Agro Chemicals,7321.626136,12.98068601,-508.28,6.092954901,12728.3,5.11,-268.08,240.2,14.15487593,4.554266617,5.201009083,2.176989224,0.000401468,181.46
HG Infra Engineering Ltd,HGINFRA,Industrials,Construction & Engineering,7308.940099,13.57076033,-544.11,-2.60090032,2455.03,1513.16,-310.65,233.46,82.64091125,24.34039861,26.27133537,0.133749443,0.61635092,1082
Cera Sanitaryware Ltd,CERA,Industrials,Building Products - Ceramics,7298.710108,30.53981383,171.26,11.78048883,1358.53,44.47,236.05,64.79,183.7554324,18.80500596,22.15935461,1.069164864,0.032733911,5637.75
Rashtriya Chemicals and Fertilizers Ltd,RCF,Materials,Fertilizers & Agro Chemicals,7290.558242,32.3622081,-904.61,10.65111816,4605.74,3296.64,-422.27,482.34,4.083466727,4.899596123,8.007790536,0.938327658,0.715767716,127.49
ESAB India Ltd,ESABINDIA,Industrials,Industrial Machinery,7223.559461,44.32175396,112.54,10.18429344,306.06,4.57,141.03,28.49,105.8791582,57.5565483,69.58305716,1.832614139,0.014931713,4673.3
Varroc Engineering Ltd,VARROC,Consumer Discretionary,Auto Parts,7219.1574,13.72437292,364.22,10.42904127,1526.19,1389.72,638.47,274.25,34.42780247,41.57623086,20.57248174,,0.910581251,451.25
eMudhra Ltd,EMUDHRA,Information Technology,IT Services & Consulting,7200.891982,95.93514498,-1.33,18.97276757,662.07,7.64,72.52,73.85,9.634520943,14.23626587,14.18825728,0.140331367,0.011539565,883.45
Balu Forge Industries Ltd,BALUFORGE,Industrials,Construction & Engineering,7162.425146,76.46445122,-165.84,0,552.96,48.79,-17.97,147.87,10.07438363,24.95903223,22.02792369,0.021485439,0.08823423,619.8
Sundaram Finance Holdings Ltd,SUNDARMHLD,Financials,Diversified Financials,7154.388004,13.41934202,132.03,55.52040355,4792.93,17.91,132.23,0.2,24.0040853,12.75001584,4.951507007,2.390420705,0.003736754,323
Lloyds Engineering Works Ltd,LLOYDSENGG,Industrials,Industrial Machinery,7134.639755,89.36172038,-95.81,-4.578316206,411.2,75.3,-44.98,50.83,0.735005719,26.32507378,24.18058419,0.320865392,0.183122568,58.97
Welspun Enterprises Ltd,WELENT,Industrials,Construction & Engineering,7098.181015,24.05429196,-415.05,3.177954225,2490.18,762.1,-344.47,70.58,20.5998763,12.16324276,16.71551709,0.576966732,0.306042134,508.2
Mastek Ltd,MASTEK,Information Technology,IT Services & Consulting,7062.494904,23.51891473,388.92,12.60786662,2087.41,518.96,420.37,31.45,98.67844039,15.55133198,16.81510259,0.829794452,0.248614312,2275.85
PNC Infratech Ltd,PNCINFRA,Industrials,Construction & Engineering,7034.303904,7.734934249,-281.87,-3.056456441,5184.82,8025.33,-231.19,50.68,35.44955797,19.20659946,14.28771345,0.218818381,1.547851227,269.55
Bajaj Electricals Ltd,BAJAJELEC,Consumer Discretionary,Home Electronics & Appliances,7030.11032,53.63221178,222.62,12.36562818,1441.22,214.9,353.79,131.17,10.70160374,7.829317533,13.83249185,0.491582946,0.149109782,586.8
Orient Cement Ltd,ORIENTCEM,Materials,Cement,7013.732928,40.11056232,346.78,14.35717918,1743.25,169.62,425.92,79.14,8.535210305,10.44891618,13.9335794,0.657218139,0.097301018,337.85
Borosil Renewables Ltd,BORORENEW,Consumer Discretionary,Housewares,6976.361283,-148.7179979,-147.92,0,892.75,575.92,68.75,216.67,-3.59414063,-5.112026503,-1.731690976,,0.645107813,510.25
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,Financials,Private Banks,6964.078111,5.43436009,1336.78,44.14858541,5613.5,,1582.46,245.68,10.36203485,26.09265765,18.95895916,1.117290331,0,35.67
Moil Ltd,MOIL,Materials,Mining - Manganese,6960.211642,23.72745497,-62.74,16.49300431,2453.08,0,253.35,316.09,14.41578966,12.48946226,15.27971352,1.768747259,0,328.1
Keystone Realtors Ltd,RUSTOMJEE,Real Estate,Real Estate,6954.762635,61.97988267,178.77,24.74494021,1794.73,1100.82,183.41,4.64,9.853111238,6.446146157,7.102992233,,0.613362456,553.15
Karnataka Bank Ltd,KTKBANK,Financials,Private Banks,6953.656644,5.3219068,250.39,12.49572604,10847.53,,362.2,111.81,37.89405233,13.71078811,8.612951968,2.983938919,0,180.4
Kaveri Seed Company Ltd,KSCL,Consumer Staples,Seeds,6944.881665,23.24646582,289.37,22.46917289,1236.05,0.13,389.42,100.05,55.65340827,22.95146198,25.01344096,0.370337995,0.000105174,1269.35
Dodla Dairy Ltd,DODLA,Consumer Staples,FMCG - Foods,6931.061976,41.57057504,-107.26,6.7026659,1138.87,45.79,-0.71,106.55,28.02527065,15.79555682,20.29188193,,0.04020652,1157.5
Dilip Buildcon Ltd,DBL,Industrials,Construction & Engineering,6865.523963,35.38565077,-4483.13,12.43049934,4374.31,7240.35,1070.41,5553.54,13.26950303,4.634580679,15.26896976,0.212969865,1.655198191,459.45
Gujarat Pipavav Port Ltd,GPPL,Industrials,Ports,6857.595123,20.05086145,416.83,44.76828812,2313.32,79.21,488.8,71.97,7.074509012,14.79259613,19.05647431,5.146281283,0.034240831,138.88
Tanla Platforms Ltd,TANLA,Information Technology,Software Services,6847.311966,12.48803043,431.09,14.6482309,1941.79,75.04,589.93,158.84,40.78773767,31.70081635,34.55208047,2.356425891,0.038644756,495.85
Astra Microwave Products Ltd,ASTRAMICRO,Information Technology,Communication & Networking,6808.981249,56.24468238,-228.98,-2.54189771,966.19,237.64,-181.52,47.46,13.3357801,15.04963296,18.33642578,0.278881684,0.245955764,694.95
